Account No,month,art,bank,bar,book,children,clothes,coffee,convenient_shop,game,gift,glasses,haircut,healthcare,home,online-shopping,park,pet,restaurant,sport,streaming,supermarket,takeaway,video_and_music,total,ratio of art,ratio of bank,ratio of bar,ratio of book,ratio of children,ratio of clothes,ratio of coffee,ratio of convenient_shop,ratio of game,ratio of gift,ratio of glasses,ratio of haircut,ratio of healthcare,ratio of home,ratio of online-shopping,ratio of park,ratio of pet,ratio of restaurant,ratio of sport,ratio of streaming,ratio of supermarket,ratio of takeaway,ratio of video_and_music
101531259.0,11,-7.49,-859,0.0,0.0,0,0.0,0.0,-222.41,0.0,0.0,0,0,0.0,0,0.0,0,0,0,-141.99,-7.99,0.0,0.0,0.0,-1238.88,0.6045783288131215,69.336820353868,-0.0,-0.0,-0.0,-0.0,-0.0,17.952505488828617,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,11.461158465710964,0.6449373627792845,-0.0,-0.0,-0.0
101531259.0,12,-7.98,-859,0.0,0.0,0,-153.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,-1019.98,0.7823682817310144,84.2173375948548,-0.0,-0.0,-0.0,15.000294123414184,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
104832000.0,1,0.0,-861,0.0,0.0,0,0.0,0.0,-503.43,-691.83,-1.06,0,0,-7.31,0,0.0,0,0,0,-314.98,-31.98,0.0,-29.24,0.0,-2440.83,-0.0,35.2748860018928,-0.0,-0.0,-0.0,-0.0,-0.0,20.625361045218227,28.344046902078396,0.04342785036237674,-0.0,-0.0,0.29948828881978673,-0.0,-0.0,-0.0,-0.0,-0.0,12.9046267048504,1.3102100514988755,-0.0,1.197953155279147,-0.0
104832000.0,2,0.0,-861,0.0,0.0,0,0.0,0.0,-470.97,-294.92,0.0,0,0,0.0,0,0.0,0,0,0,-131.99,-15.99,0.0,0.0,0.0,-1774.8700000000001,-0.0,48.510595142179426,-0.0,-0.0,-0.0,-0.0,-0.0,26.535464569236055,16.61642824544896,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.436600990495079,0.900911052640475,-0.0,-0.0,-0.0
104832000.0,3,0.0,-861,0.0,0.0,0,0.0,0.0,-445.3,-19.990000000000002,0.0,0,0,0.0,0,0.0,0,0,0,-100.0,-15.99,0.0,-40.23,0.0,-1482.51,-0.0,58.07717991784204,-0.0,-0.0,-0.0,-0.0,-0.0,30.03689688433805,1.3483888810193525,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.745317063628575,1.0785761984742093,-0.0,2.7136410546977756,-0.0
104832000.0,4,0.0,-861,0.0,0.0,0,0.0,0.0,-469.1,-25.98,0.0,0,0,0.0,0,0.0,0,0,0,-100.0,-15.99,0.0,-36.19,0.0,-1508.26,-0.0,57.08564836301433,-0.0,-0.0,-0.0,-0.0,-0.0,31.10206463076658,1.7225146857968787,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.6301566042989935,1.060162041027409,-0.0,2.3994536750958058,-0.0
104832000.0,5,0.0,-861,0.0,0.0,0,0.0,0.0,-494.05,-14.99,0.0,0,0,0.0,0,0.0,0,0,0,-100.0,-15.99,0.0,-32.14,0.0,-1518.17,-0.0,56.71301632886963,-0.0,-0.0,-0.0,-0.0,-0.0,32.54246889347043,0.9873729555978579,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.586877622400652,1.0532417318218645,-0.0,2.1170224678395697,-0.0
104832000.0,6,0.0,-861,0.0,0.0,0,0.0,0.0,-204.76,-27.98,0.0,0,0,0.0,0,0.0,0,0,0,-100.0,-15.99,0.0,-73.53,0.0,-1283.26,-0.0,67.09474307622773,-0.0,-0.0,-0.0,-0.0,-0.0,15.956236460265261,2.1803843336502347,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.792653086669887,1.246045228558515,-0.0,5.729937814628369,-0.0
104832000.0,7,0.0,-861,0.0,0.0,0,0.0,0.0,-230.33,-34.980000000000004,0.0,0,0,0.0,0,0.0,0,0,0,-100.0,-15.99,0.0,0.0,0.0,-1242.3,-0.0,69.30693069306932,-0.0,-0.0,-0.0,-0.0,-0.0,18.540610158576833,2.81574498913306,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.049585446349514,1.2871287128712872,-0.0,-0.0,-0.0
104832000.0,8,0.0,-861,0.0,0.0,0,0.0,0.0,-159.56,-21.990000000000002,0.0,0,-200,0.0,0,0.0,0,0,0,-100.0,-15.99,0.0,0.0,0.0,-1358.54,-0.0,63.37686045313351,-0.0,-0.0,-0.0,-0.0,-0.0,11.74496150278976,1.618649432478985,-0.0,-0.0,14.72168651640732,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.36084325820366,1.1769988369867652,-0.0,-0.0,-0.0
104832000.0,9,0.0,-861,0.0,0.0,0,0.0,0.0,-227.73000000000002,-25.98,0.0,0,0,0.0,0,0.0,0,0,0,-100.0,-15.99,0.0,0.0,0.0,-1230.7,-0.0,69.9601852604209,-0.0,-0.0,-0.0,-0.0,-0.0,18.504103355813765,2.1109937433980663,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.125457056959453,1.2992605834078166,-0.0,-0.0,-0.0
104832000.0,10,0.0,-861,0.0,0.0,0,0.0,0.0,-174.44,0.0,0.0,0,0,0.0,0,0.0,0,0,0,-100.0,-15.99,0.0,0.0,0.0,-1151.43,-0.0,74.77658216304943,-0.0,-0.0,-0.0,-0.0,-0.0,15.14985713417229,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.684852748321651,1.388707954456632,-0.0,-0.0,-0.0
104832000.0,11,0.0,-861,0.0,0.0,0,0.0,0.0,-203.6,-7.0,0.0,0,0,0.0,0,0.0,0,0,0,-100.0,-15.99,0.0,0.0,0.0,-1187.59,-0.0,72.49976843860256,-0.0,-0.0,-0.0,-0.0,-0.0,17.14396382589951,0.5894290116959557,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,8.420414452799367,1.3464242710026189,-0.0,-0.0,-0.0
104832000.0,12,0.0,-861,0.0,0.0,0,0.0,0.0,-36.06,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,-897.06,-0.0,95.98020199317772,-0.0,-0.0,-0.0,-0.0,-0.0,4.0197980068222865,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
105375973.0,1,0.0,0,-12.9,-95.87,0,-328.08,0.0,-170.55,0.0,0.0,0,0,-69.03,0,-15.98,0,0,0,-37.98,-31.98,0.0,0.0,0.0,-762.3700000000001,-0.0,-0.0,1.6920917664651018,12.575258732636382,-0.0,43.03422222805199,-0.0,22.371027191521176,-0.0,-0.0,-0.0,-0.0,9.054658499153954,-0.0,2.096095071946692,-0.0,-0.0,-0.0,4.981832968243765,4.194813541980928,-0.0,-0.0,-0.0
105375973.0,2,0.0,0,0.0,-46.03,0,-814.92,0.0,-31.35,0.0,-48.86,0,0,0.0,0,-7.99,0,0,0,-18.99,-15.99,-122.57,0.0,0.0,-1106.7,-0.0,-0.0,-0.0,4.159212071925545,-0.0,73.63513147194361,-0.0,2.8327460016264574,-0.0,4.414927261227071,-0.0,-0.0,-0.0,-0.0,0.7219662058371735,-0.0,-0.0,-0.0,1.7159121713201406,1.4448359989156954,11.0752688172043,-0.0,-0.0
105375973.0,3,0.0,0,0.0,-60.04,0,-1248.27,0.0,-56.89,0.0,-66.23,0,0,0.0,0,-62.38,0,0,0,-18.99,-15.99,-213.5,-50.620000000000005,0.0,-1792.9100000000003,-0.0,-0.0,-0.0,3.3487458935473606,-0.0,69.62256889637516,-0.0,3.1730538621570514,-0.0,3.6939946790413347,-0.0,-0.0,-0.0,-0.0,3.479259974008734,-0.0,-0.0,-0.0,1.0591719606672947,0.8918462164860477,11.90801546089876,2.8233430568182447,-0.0
105375973.0,4,0.0,0,0.0,-33.02,0,-111.18,0.0,0.0,0.0,0.0,0,0,0.0,0,-7.99,0,0,0,-18.99,-15.99,0.0,0.0,0.0,-187.17000000000004,-0.0,-0.0,-0.0,17.64171608697975,-0.0,59.400544959128055,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.268846503178928,-0.0,-0.0,-0.0,10.145856707805736,8.543035742907515,-0.0,-0.0,-0.0
105375973.0,5,0.0,0,0.0,-66.04,0,-849.84,0.0,0.0,0.0,0.0,0,0,0.0,0,-7.99,0,0,0,-18.99,-15.99,-517.8299999999999,-33.45,0.0,-1510.1299999999999,-0.0,-0.0,-0.0,4.3731334388430145,-0.0,56.27594975267031,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.5290935217497832,-0.0,-0.0,-0.0,1.2575076317932892,1.0588492381450605,34.2904253276208,2.2150410891777534,-0.0
105375973.0,6,0.0,0,0.0,-22.01,0,-168.31,0.0,0.0,0.0,0.0,0,0,0.0,0,-7.99,0,0,0,-18.99,-15.99,0.0,0.0,0.0,-233.29000000000002,-0.0,-0.0,-0.0,9.434609284581422,-0.0,72.14625573320758,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.424921771186077,-0.0,-0.0,-0.0,8.140083158300826,6.854130052724076,-0.0,-0.0,-0.0
105375973.0,7,0.0,0,0.0,-48.03,0,-989.15,0.0,0.0,0.0,0.0,0,0,0.0,0,-7.99,0,0,0,-18.99,-15.99,-190.36,-26.14,0.0,-1296.6500000000003,-0.0,-0.0,-0.0,3.7041607218601773,-0.0,76.28504222419309,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6162032931014536,-0.0,-0.0,-0.0,1.4645432460571468,1.233177804341958,14.680908494967799,2.0159642154783475,-0.0
105375973.0,8,0.0,0,0.0,0.0,0,-321.55,0.0,0.0,0.0,0.0,0,0,0.0,0,-7.99,0,0,0,-18.99,-15.99,0.0,0.0,0.0,-364.52000000000004,-0.0,-0.0,-0.0,-0.0,-0.0,88.21189509491933,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.1919236255898165,-0.0,-0.0,-0.0,5.209590694612092,4.386590584878744,-0.0,-0.0,-0.0
105375973.0,9,0.0,0,0.0,0.0,0,-774.14,0.0,0.0,0.0,0.0,0,0,0.0,0,-7.99,0,0,0,-18.99,-15.99,-1369.75,-24.43,0.0,-2211.29,-0.0,-0.0,-0.0,-0.0,-0.0,35.00852443596272,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.3613275508865866,-0.0,-0.0,-0.0,0.8587747423449661,0.7231073264926807,61.94348095455594,1.10478498975711,-0.0
105375973.0,10,0.0,0,0.0,-52.08,0,-110.3,0.0,0.0,0.0,0.0,0,0,0.0,0,-7.99,0,0,0,-18.99,-15.99,0.0,0.0,0.0,-205.35000000000002,-0.0,-0.0,-0.0,25.36157779401022,-0.0,53.71317263209154,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.8909179449719984,-0.0,-0.0,-0.0,9.24762600438276,7.786705624543462,-0.0,-0.0,-0.0
105375973.0,11,0.0,0,0.0,-39.06,0,-248.7,0.0,0.0,0.0,0.0,0,0,0.0,0,-7.99,0,0,0,-18.99,-15.99,0.0,0.0,0.0,-330.73,-0.0,-0.0,-0.0,11.810237958455538,-0.0,75.19729084147188,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.415867928521755,-0.0,-0.0,-0.0,5.741843800078613,4.834759471472197,-0.0,-0.0,-0.0
105375973.0,12,0.0,0,0.0,0.0,0,-66.17,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,-66.17,-0.0,-0.0,-0.0,-0.0,-0.0,100.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
106601471.0,1,0.0,0,-12.3,-67.9,0,-11.58,0.0,-111.38,-441.88,0.0,0,0,0.0,0,0.0,0,0,0,0.0,-31.98,0.0,-31.99,0.0,-709.01,-0.0,-0.0,1.7348133312647211,9.576733755518259,-0.0,1.6332632826053228,-0.0,15.709228360671922,62.323521530020734,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.510514661288275,-0.0,4.5119250786307665,-0.0
106601471.0,2,0.0,0,0.0,-16.97,0,-1006.89,0.0,-34.85,-247.93,0.0,0,0,0.0,0,0.0,0,0,0,0.0,-15.99,-3.45,0.0,0.0,-1326.0800000000002,-0.0,-0.0,-0.0,1.279711631274131,-0.0,75.92980815637065,-0.0,2.6280465733590734,18.696458735521233,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.205809604247104,0.26016529922779924,-0.0,-0.0
106601471.0,3,0.0,0,0.0,-18.97,0,-296.1,0.0,-79.95,-41.980000000000004,0.0,0,0,0.0,0,0.0,0,0,0,0.0,-15.99,0.0,-28.77,0.0,-481.76000000000005,-0.0,-0.0,-0.0,3.937645300564596,-0.0,61.46213882431086,-0.0,16.595400199269346,8.713882431086017,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,3.3190800398538687,-0.0,5.97185320491531,-0.0
106601471.0,4,0.0,0,-11.6,-26.95,0,-373.09000000000003,0.0,-76.4,-37.96,0.0,0,0,0.0,0,0.0,0,0,0,0.0,-15.99,0.0,0.0,0.0,-541.9900000000001,-0.0,-0.0,2.140260890422332,4.972416465248435,-0.0,68.83706341445414,-0.0,14.096201036919497,7.0038192586579076,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.95023893429768,-0.0,-0.0,-0.0
106601471.0,5,0.0,0,0.0,-19.97,0,0.0,0.0,-58.510000000000005,-29.98,0.0,0,0,0.0,0,-52.43,0,0,0,0.0,-15.99,0.0,-74.07,0.0,-250.95000000000002,-0.0,-0.0,-0.0,7.957760510061765,-0.0,-0.0,-0.0,23.31540147439729,11.946602908946005,-0.0,-0.0,-0.0,-0.0,-0.0,20.892608089260808,-0.0,-0.0,-0.0,-0.0,6.371787208607292,-0.0,29.515839808726835,-0.0
106601471.0,6,0.0,0,0.0,-44.93,0,-510.23,0.0,-91.66,-40.97,0.0,0,0,-90.38,0,0.0,0,0,0,0.0,-15.99,0.0,-75.02,0.0,-869.18,-0.0,-0.0,-0.0,5.1692399733081755,-0.0,58.70245518764813,-0.0,10.5455716882579,4.713638141696771,-0.0,-0.0,-0.0,10.398306449757243,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.8396649715824114,-0.0,8.631123587749373,-0.0
106601471.0,7,0.0,0,0.0,0.0,0,-360.91,0.0,-152.27,-32.980000000000004,-36.19,0,0,0.0,0,-56.98,0,0,0,0.0,-15.99,0.0,0.0,0.0,-655.3200000000002,-0.0,-0.0,-0.0,-0.0,-0.0,55.07385704693889,-0.0,23.23597631691387,5.032655801745712,5.522492827931391,-0.0,-0.0,-0.0,-0.0,8.694988707806871,-0.0,-0.0,-0.0,-0.0,2.440029298663248,-0.0,-0.0,-0.0
106601471.0,8,0.0,0,0.0,-45.980000000000004,0,-144.48999999999998,0.0,-4.54,-12.99,0.0,0,0,-22.92,0,-146.97,0,0,0,0.0,-15.99,0.0,-38.78,0.0,-432.65999999999997,-0.0,-0.0,-0.0,10.627282392640874,-0.0,33.395737992881244,-0.0,1.049322793879721,3.002357509360699,-0.0,-0.0,-0.0,5.2974622105117195,-0.0,33.968936347247265,-0.0,-0.0,-0.0,-0.0,3.69574261544862,-0.0,8.963158138029863,-0.0
106601471.0,9,0.0,0,0.0,-26.0,0,-490.20000000000005,0.0,-131.12,-11.98,-33.76,0,0,0.0,0,-25.02,0,0,0,0.0,-15.99,0.0,-36.59,0.0,-770.6600000000001,-0.0,-0.0,-0.0,3.3737316066747978,-0.0,63.607816676614846,-0.0,17.013988010276904,1.5545117172293879,4.380660732359275,-0.0,-0.0,-0.0,-0.0,3.2465678768847477,-0.0,-0.0,-0.0,-0.0,2.0748449381050005,-0.0,4.7478784418550335,-0.0
106601471.0,10,0.0,0,0.0,-43.97,0,-268.23,0.0,-96.98,-12.99,0.0,0,0,-33.339999999999996,0,-29.85,0,0,0,0.0,0.0,-30.27,-39.08,0.0,-554.7100000000002,-0.0,-0.0,-0.0,7.9266643831912145,-0.0,48.35499630437525,-0.0,17.48300913991094,2.3417641650592196,-0.0,-0.0,-0.0,6.010347749274393,-0.0,5.381190171440932,-0.0,-0.0,-0.0,-0.0,-0.0,5.45690541003407,7.045122676713957,-0.0
106601471.0,11,0.0,0,0.0,-36.99,0,-673.47,0.0,-113.26,-32.980000000000004,-9.66,0,0,-12.74,0,-82.27000000000001,0,0,0,0.0,-15.99,0.0,-38.08,0.0,-1015.44,-0.0,-0.0,-0.0,3.6427558496809267,-0.0,66.32297329236587,-0.0,11.153785551091152,3.247853147404081,0.9513117466320019,-0.0,-0.0,1.2546285354132198,-0.0,8.10190656267234,-0.0,-0.0,-0.0,-0.0,1.574686835263531,-0.0,3.7500984794768764,-0.0
106601471.0,12,0.0,0,0.0,0.0,0,-26.84,0.0,-88.91,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,-36.5,0.0,-152.25,-0.0,-0.0,-0.0,-0.0,-0.0,17.62889983579639,-0.0,58.397372742200325,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,23.973727422003286,-0.0
108481285.0,1,0.0,0,0.0,-67.89,0,-552.36,0.0,-76.17,0.0,0.0,0,0,0.0,0,-15.98,0,0,0,-37.98,-15.98,0.0,0.0,0.0,-766.36,-0.0,-0.0,-0.0,8.858760895662613,-0.0,72.07578683647372,-0.0,9.939193068531761,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.085181898846495,-0.0,-0.0,-0.0,4.955895401638916,2.085181898846495,-0.0,-0.0,-0.0
108481285.0,2,0.0,0,0.0,-60.91,0,-650.52,0.0,-58.95,0.0,0.0,0,0,-15.06,0,-7.99,0,0,0,-18.99,-7.99,0.0,0.0,0.0,-820.41,-0.0,-0.0,-0.0,7.4243366121817145,-0.0,79.29206128642996,-0.0,7.185431674406701,-0.0,-0.0,-0.0,-0.0,1.8356675320876148,-0.0,0.9739032922563109,-0.0,-0.0,-0.0,2.3146963103813945,0.9739032922563109,-0.0,-0.0,-0.0
108481285.0,3,0.0,0,0.0,-112.83,0,-240.29,0.0,-21.0,0.0,0.0,0,0,0.0,0,-21.9,0,0,0,-18.99,-7.99,0.0,0.0,0.0,-423.0,-0.0,-0.0,-0.0,26.673758865248224,-0.0,56.80614657210402,-0.0,4.964539007092199,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,5.177304964539007,-0.0,-0.0,-0.0,4.48936170212766,1.8888888888888888,-0.0,-0.0,-0.0
108481285.0,4,-57.48,0,0.0,-74.89,0,-744.3,0.0,-105.25999999999999,0.0,0.0,0,0,0.0,0,-52.75,0,0,0,-18.99,-7.99,-22.44,-22.94,0.0,-1107.04,5.192224309871368,-0.0,-0.0,6.76488654429831,-0.0,67.23334296863709,-0.0,9.508238184708773,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.7649588090764565,-0.0,-0.0,-0.0,1.7153851712675243,0.7217444717444719,2.027027027027027,2.0721925133689845,-0.0
108481285.0,5,-65.97,0,0.0,-73.88,0,-402.53,0.0,-124.56,0.0,0.0,0,0,-153.46,0,-49.94,0,0,0,-18.99,-7.99,0.0,0.0,0.0,-897.3200000000002,7.351892301520079,-0.0,-0.0,8.233406142736145,-0.0,44.859136094147004,-0.0,13.881335532474479,-0.0,-0.0,-0.0,-0.0,17.102037177372615,-0.0,5.56546159675478,-0.0,-0.0,-0.0,2.1163018766995045,0.8904292782953682,-0.0,-0.0,-0.0
108481285.0,6,-37.48,0,0.0,-70.89,0,-435.45,0.0,-160.17,0.0,-24.86,0,0,0.0,0,-95.25999999999999,0,0,0,-18.99,-7.99,-20.17,-22.4,0.0,-893.6599999999999,4.19398876530224,-0.0,-0.0,7.932547053689324,-0.0,48.726585054718804,-0.0,17.922923707002663,-0.0,2.781818588725019,-0.0,-0.0,-0.0,-0.0,10.6595349461764,-0.0,-0.0,-0.0,2.124969227670479,0.8940760468187007,2.257010496161852,2.5065461137345304,-0.0
108481285.0,7,-108.94999999999999,0,0.0,-54.92,0,-592.2,0.0,-155.07,0.0,-38.58,0,0,-152.7,0,-62.34,0,0,0,-18.99,0.0,-157.91,0.0,0.0,-1341.66,8.120537244905563,-0.0,-0.0,4.093436489125412,-0.0,44.13934976074415,-0.0,11.558069853763248,-0.0,2.8755422387191985,-0.0,-0.0,11.381423013282053,-0.0,4.6464827154420645,-0.0,-0.0,-0.0,1.4154107598050174,-0.0,11.769747924213288,-0.0,-0.0
108481285.0,8,-135.96,0,0.0,-77.88,0,-411.51,0.0,-120.78999999999999,0.0,-143.04,0,0,-39.379999999999995,0,-98.02,0,0,0,-18.99,-7.99,-6.24,0.0,0.0,-1059.8,12.828835629364033,-0.0,-0.0,7.348556331383279,-0.0,38.82902434421589,-0.0,11.397433478014719,-0.0,13.496886204944328,-0.0,-0.0,3.7157954331005847,-0.0,9.248914889601812,-0.0,-0.0,-0.0,1.791847518399698,0.753915833176071,0.5887903377995849,-0.0,-0.0
108481285.0,9,-20.03,0,0.0,-90.95,0,-1238.66,0.0,-256.8,0.0,-52.04,0,0,-126.42999999999999,0,-84.95,0,0,0,-18.99,-7.99,0.0,0.0,0.0,-1896.8400000000001,1.0559667657788743,-0.0,-0.0,4.794816642415807,-0.0,65.3012378482107,-0.0,13.538305813879925,-0.0,2.743510259167879,-0.0,-0.0,6.665295965922271,-0.0,4.478501086016744,-0.0,-0.0,-0.0,1.0011387360030366,0.42122688260475316,-0.0,-0.0,-0.0
