to_randomly_generated_account,from_totally_fake_account,Cluster,Cluster_Label
A_CAFE,11628,0,High-Value Customers
A_CAFE,11756,0,High-Value Customers
A_CAFE,11762,0,High-Value Customers
A_CAFE,11821,0,High-Value Customers
A_CAFE,11827,0,High-Value Customers
A_CAFE,11976,0,High-Value Customers
A_CAFE,12035,0,High-Value Customers
A_CAFE,12060,0,High-Value Customers
A_CAFE,12197,0,High-Value Customers
A_CAFE,12259,0,High-Value Customers
A_CAFE,12378,0,High-Value Customers
A_CAFE,12384,0,High-Value Customers
A_CAFE,12387,0,High-Value Customers
A_CAFE,12407,0,High-Value Customers
A_CAFE,12435,0,High-Value Customers
A_CAFE,12501,0,High-Value Customers
A_CAFE,12542,0,High-Value Customers
A_CAFE,12649,0,High-Value Customers
A_CAFE,12652,0,High-Value Customers
A_CAFE,12665,0,High-Value Customers
A_CAFE,12733,0,High-Value Customers
A_CAFE,12774,0,High-Value Customers
A_CAFE,12818,0,High-Value Customers
A_CAFE,12903,0,High-Value Customers
A_CAFE,12913,0,High-Value Customers
A_CAFE,12971,0,High-Value Customers
A_CAFE,13069,0,High-Value Customers
A_CAFE,13100,0,High-Value Customers
A_CAFE,13148,0,High-Value Customers
A_CAFE,13152,0,High-Value Customers
A_CAFE,13219,0,High-Value Customers
A_CAFE,13252,0,High-Value Customers
A_CAFE,13311,0,High-Value Customers
A_CAFE,13502,0,High-Value Customers
A_CAFE,13633,0,High-Value Customers
A_CAFE,13798,0,High-Value Customers
A_CAFE,13808,0,High-Value Customers
A_CAFE,13881,0,High-Value Customers
A_CAFE,13904,0,High-Value Customers
A_CAFE,14040,0,High-Value Customers
A_CAFE,14069,0,High-Value Customers
A_CAFE,14124,0,High-Value Customers
A_CAFE,14214,0,High-Value Customers
A_CAFE,14272,0,High-Value Customers
A_CAFE,14289,0,High-Value Customers
A_CAFE,14420,0,High-Value Customers
A_CAFE,14460,0,High-Value Customers
A_CAFE,14467,0,High-Value Customers
A_CAFE,14556,0,High-Value Customers
A_CAFE,14577,0,High-Value Customers
A_CAFE,14593,0,High-Value Customers
A_CAFE,14754,0,High-Value Customers
A_CAFE,14788,0,High-Value Customers
A_CAFE,14837,0,High-Value Customers
A_CAFE,14877,0,High-Value Customers
A_CAFE,14879,0,High-Value Customers
A_CAFE,14913,0,High-Value Customers
A_CAFE,14935,0,High-Value Customers
A_CAFE,15078,0,High-Value Customers
A_CAFE,15083,0,High-Value Customers
A_CAFE,15165,0,High-Value Customers
A_CAFE,15197,0,High-Value Customers
A_CAFE,15239,0,High-Value Customers
A_CAFE,15258,0,High-Value Customers
A_CAFE,15320,0,High-Value Customers
A_CAFE,15354,0,High-Value Customers
A_CAFE,15418,0,High-Value Customers
A_CAFE,15468,0,High-Value Customers
A_CAFE,15471,0,High-Value Customers
A_CAFE,15618,0,High-Value Customers
A_CAFE,15663,0,High-Value Customers
A_CAFE,15711,0,High-Value Customers
A_CAFE,15717,0,High-Value Customers
A_CAFE,15823,0,High-Value Customers
A_CAFE,15838,0,High-Value Customers
A_CAFE,15896,0,High-Value Customers
A_CAFE,15911,0,High-Value Customers
A_CAFE,15929,0,High-Value Customers
A_CAFE,15935,0,High-Value Customers
A_CAFE,15944,0,High-Value Customers
A_CAFE,15975,0,High-Value Customers
A_CAFE,16007,0,High-Value Customers
A_CAFE,16034,0,High-Value Customers
A_CAFE,16155,0,High-Value Customers
A_CAFE,16187,0,High-Value Customers
A_CAFE,16210,0,High-Value Customers
A_CAFE,16247,0,High-Value Customers
A_CAFE,16249,0,High-Value Customers
A_CAFE,16275,0,High-Value Customers
A_CAFE,16291,0,High-Value Customers
A_CAFE,16299,0,High-Value Customers
A_CAFE,16318,0,High-Value Customers
A_CAFE,16506,0,High-Value Customers
A_CAFE,16588,0,High-Value Customers
A_CAFE,16709,0,High-Value Customers
A_CAFE,16731,0,High-Value Customers
A_CAFE,16739,0,High-Value Customers
A_CAFE,16751,0,High-Value Customers
A_CAFE,16753,0,High-Value Customers
A_CAFE,16784,0,High-Value Customers
A_CAFE,16817,0,High-Value Customers
A_CAFE,16918,0,High-Value Customers
A_CAFE,16944,0,High-Value Customers
A_CAFE,16993,0,High-Value Customers
A_CAFE,17027,0,High-Value Customers
A_CAFE,17034,0,High-Value Customers
A_CAFE,17041,0,High-Value Customers
A_CAFE,17052,0,High-Value Customers
A_CAFE,17089,0,High-Value Customers
A_CAFE,17158,0,High-Value Customers
A_CAFE,17328,0,High-Value Customers
A_CAFE,17382,0,High-Value Customers
A_CAFE,17398,0,High-Value Customers
A_CAFE,17419,0,High-Value Customers
A_CAFE,17479,0,High-Value Customers
A_CAFE,17526,0,High-Value Customers
A_CAFE,17555,0,High-Value Customers
A_CAFE,17608,0,High-Value Customers
A_CAFE,17622,0,High-Value Customers
A_CAFE,17624,0,High-Value Customers
A_CAFE,17662,0,High-Value Customers
A_CAFE,17707,0,High-Value Customers
A_CAFE,17717,0,High-Value Customers
A_CAFE,17741,0,High-Value Customers
A_CAFE,17763,0,High-Value Customers
A_CAFE,17781,0,High-Value Customers
A_CAFE,17813,0,High-Value Customers
A_CAFE,17857,0,High-Value Customers
A_CAFE,17946,0,High-Value Customers
A_CAFE,18035,0,High-Value Customers
A_CAFE,18153,0,High-Value Customers
A_CAFE,18199,0,High-Value Customers
A_CAFE,18208,0,High-Value Customers
A_CAFE,18219,0,High-Value Customers
A_CAFE,18405,0,High-Value Customers
A_CAFE,18472,0,High-Value Customers
A_CAFE,18555,0,High-Value Customers
A_CAFE,18602,0,High-Value Customers
A_CAFE,18634,0,High-Value Customers
A_CAFE,18666,0,High-Value Customers
A_CAFE,18852,0,High-Value Customers
A_CAFE,18860,0,High-Value Customers
A_CAFE,18865,0,High-Value Customers
A_CAFE,18881,0,High-Value Customers
A_CAFE,18882,0,High-Value Customers
A_CAFE,18986,0,High-Value Customers
A_CAFE,19207,0,High-Value Customers
A_CAFE,19214,0,High-Value Customers
A_CAFE,19245,0,High-Value Customers
A_CAFE,19322,0,High-Value Customers
A_CAFE,19370,0,High-Value Customers
A_CAFE,19429,0,High-Value Customers
A_CAFE,19481,0,High-Value Customers
A_CAFE,19519,0,High-Value Customers
A_CAFE,19533,0,High-Value Customers
A_CAFE,19545,0,High-Value Customers
A_CAFE,19633,0,High-Value Customers
A_CAFE,19672,0,High-Value Customers
A_CAFE,19676,0,High-Value Customers
A_CAFE,19744,0,High-Value Customers
A_CAFE,19758,0,High-Value Customers
A_CAFE,19761,0,High-Value Customers
A_CAFE,19816,0,High-Value Customers
A_CAFE,19841,0,High-Value Customers
A_CAFE,19878,0,High-Value Customers
A_CAFE,19884,0,High-Value Customers
A_CAFE,19928,0,High-Value Customers
A_CAFE,19947,0,High-Value Customers
A_CAFE,19950,0,High-Value Customers
A_CAFE,19952,0,High-Value Customers
A_CAFE,19993,0,High-Value Customers
A_CAFE,20003,0,High-Value Customers
A_CAFE,20005,0,High-Value Customers
A_CAFE,20089,0,High-Value Customers
A_CAFE,20100,0,High-Value Customers
A_CAFE,20133,0,High-Value Customers
A_CAFE,20147,0,High-Value Customers
A_CAFE,20304,0,High-Value Customers
A_CAFE,20431,0,High-Value Customers
A_CAFE,20505,0,High-Value Customers
A_CAFE,20568,0,High-Value Customers
A_CAFE,20594,0,High-Value Customers
A_CAFE,20724,0,High-Value Customers
A_CAFE,20726,0,High-Value Customers
A_CAFE,20729,0,High-Value Customers
A_CAFE,20764,0,High-Value Customers
A_CAFE,20772,0,High-Value Customers
A_CAFE,20791,0,High-Value Customers
A_CAFE,20801,0,High-Value Customers
A_CAFE,20804,0,High-Value Customers
A_CAFE,20815,0,High-Value Customers
A_CAFE,20818,0,High-Value Customers
A_CAFE,20952,0,High-Value Customers
A_CAFE,20957,0,High-Value Customers
A_CAFE,20984,0,High-Value Customers
A_CAFE,21006,0,High-Value Customers
A_CAFE,21066,0,High-Value Customers
A_CAFE,21075,0,High-Value Customers
A_CAFE,21101,0,High-Value Customers
A_CAFE,21222,0,High-Value Customers
A_CAFE,21321,0,High-Value Customers
A_CAFE,21385,0,High-Value Customers
A_CAFE,21496,0,High-Value Customers
A_CAFE,21507,0,High-Value Customers
A_CAFE,21563,0,High-Value Customers
A_CAFE,21583,0,High-Value Customers
A_CAFE,21618,0,High-Value Customers
A_CAFE,21667,0,High-Value Customers
A_CAFE,21686,0,High-Value Customers
A_CAFE,21859,0,High-Value Customers
A_CAFE,21922,0,High-Value Customers
A_CAFE,21937,0,High-Value Customers
A_CAFE,22020,0,High-Value Customers
A_CAFE,22033,0,High-Value Customers
A_CAFE,22106,0,High-Value Customers
A_CAFE,22121,0,High-Value Customers
A_CAFE,22188,0,High-Value Customers
A_CAFE,22228,0,High-Value Customers
A_CAFE,22229,0,High-Value Customers
A_CAFE,22245,0,High-Value Customers
A_CAFE,22275,0,High-Value Customers
A_CAFE,22299,0,High-Value Customers
A_CAFE,22314,0,High-Value Customers
A_CAFE,22336,0,High-Value Customers
A_CAFE,22418,0,High-Value Customers
A_CAFE,22425,0,High-Value Customers
A_CAFE,22520,0,High-Value Customers
A_CAFE,22567,0,High-Value Customers
A_CAFE,22598,0,High-Value Customers
A_CAFE,22622,0,High-Value Customers
A_CAFE,22725,0,High-Value Customers
A_CAFE,22741,0,High-Value Customers
A_CAFE,22814,0,High-Value Customers
A_CAFE,22824,0,High-Value Customers
A_CAFE,22861,0,High-Value Customers
A_CAFE,22871,0,High-Value Customers
A_CAFE,22877,0,High-Value Customers
A_CAFE,22917,0,High-Value Customers
A_CAFE,23000,0,High-Value Customers
A_CAFE,23019,0,High-Value Customers
A_CAFE,23076,0,High-Value Customers
A_CAFE,23181,0,High-Value Customers
A_CAFE,23234,0,High-Value Customers
A_CAFE,23275,0,High-Value Customers
A_CAFE,23296,0,High-Value Customers
A_CAFE,23369,0,High-Value Customers
A_CAFE,23502,0,High-Value Customers
A_CAFE,23521,0,High-Value Customers
A_CAFE,23561,0,High-Value Customers
A_CAFE,23585,0,High-Value Customers
A_CAFE,23718,0,High-Value Customers
A_CAFE,23727,0,High-Value Customers
A_CAFE,23733,0,High-Value Customers
A_CAFE,23748,0,High-Value Customers
A_CAFE,23970,0,High-Value Customers
A_CAFE,23981,0,High-Value Customers
A_CAFE,24009,0,High-Value Customers
A_CAFE,24030,0,High-Value Customers
A_CAFE,24033,0,High-Value Customers
A_CAFE,24035,0,High-Value Customers
A_CAFE,24095,0,High-Value Customers
A_CAFE,24198,0,High-Value Customers
A_CAFE,24202,0,High-Value Customers
A_CAFE,24230,0,High-Value Customers
A_CAFE,24247,0,High-Value Customers
A_CAFE,24252,0,High-Value Customers
A_CAFE,24343,0,High-Value Customers
A_CAFE,24375,0,High-Value Customers
A_CAFE,24441,0,High-Value Customers
A_CAFE,24469,0,High-Value Customers
A_CAFE,24575,0,High-Value Customers
A_CAFE,24600,0,High-Value Customers
A_CAFE,24618,0,High-Value Customers
A_CAFE,24663,0,High-Value Customers
A_CAFE,24698,0,High-Value Customers
A_CAFE,24714,0,High-Value Customers
A_CAFE,24719,0,High-Value Customers
A_CAFE,24731,0,High-Value Customers
A_CAFE,24739,0,High-Value Customers
A_CAFE,24753,0,High-Value Customers
A_CAFE,24757,0,High-Value Customers
A_CAFE,24803,0,High-Value Customers
A_CAFE,24815,0,High-Value Customers
A_CAFE,24842,0,High-Value Customers
A_CAFE,24882,0,High-Value Customers
A_CAFE,24954,0,High-Value Customers
A_CAFE,24960,0,High-Value Customers
A_CAFE,25015,0,High-Value Customers
A_CAFE,25212,0,High-Value Customers
A_CAFE,25253,0,High-Value Customers
A_CAFE,25286,0,High-Value Customers
A_CAFE,25304,0,High-Value Customers
A_CAFE,25451,0,High-Value Customers
A_CAFE,25480,0,High-Value Customers
A_CAFE,25543,0,High-Value Customers
A_CAFE,25630,0,High-Value Customers
A_CAFE,25637,0,High-Value Customers
A_CAFE,25639,0,High-Value Customers
A_CAFE,25657,0,High-Value Customers
A_CAFE,25696,0,High-Value Customers
A_CAFE,25711,0,High-Value Customers
A_CAFE,25714,0,High-Value Customers
A_CAFE,25716,0,High-Value Customers
A_CAFE,25718,0,High-Value Customers
A_CAFE,25859,0,High-Value Customers
A_CAFE,25860,0,High-Value Customers
A_CAFE,25908,0,High-Value Customers
A_CAFE,25975,0,High-Value Customers
A_CAFE,26052,0,High-Value Customers
A_CAFE,26061,0,High-Value Customers
A_CAFE,26091,0,High-Value Customers
A_CAFE,26173,0,High-Value Customers
A_CAFE,26523,0,High-Value Customers
A_CAFE,26568,0,High-Value Customers
A_CAFE,26731,0,High-Value Customers
A_CAFE,26846,0,High-Value Customers
A_CAFE,26890,0,High-Value Customers
A_CAFE,27046,0,High-Value Customers
A_CAFE,27124,0,High-Value Customers
A_CAFE,27342,0,High-Value Customers
A_CAFE,27399,0,High-Value Customers
A_CAFE,27406,0,High-Value Customers
A_CAFE,27575,0,High-Value Customers
A_CAFE,27661,0,High-Value Customers
A_CAFE,27678,0,High-Value Customers
A_CAFE,27697,0,High-Value Customers
A_CAFE,27704,0,High-Value Customers
A_CAFE,27867,0,High-Value Customers
A_CAFE,27899,0,High-Value Customers
A_CAFE,27971,0,High-Value Customers
A_CAFE,27983,0,High-Value Customers
A_CAFE,28242,0,High-Value Customers
A_CAFE,28316,0,High-Value Customers
A_CAFE,28329,0,High-Value Customers
A_CAFE,28420,0,High-Value Customers
A_CAFE,28448,0,High-Value Customers
A_CAFE,28476,0,High-Value Customers
A_CAFE,28513,0,High-Value Customers
A_CAFE,28521,0,High-Value Customers
A_CAFE,28559,0,High-Value Customers
A_CAFE,28582,0,High-Value Customers
A_CAFE,28603,0,High-Value Customers
A_CAFE,28641,0,High-Value Customers
A_CAFE,28676,0,High-Value Customers
A_CAFE,28750,0,High-Value Customers
A_CAFE,28767,0,High-Value Customers
A_CAFE,28776,0,High-Value Customers
A_CAFE,28845,0,High-Value Customers
A_CAFE,28873,0,High-Value Customers
A_CAFE,28972,0,High-Value Customers
A_CAFE,29008,0,High-Value Customers
A_CAFE,29038,0,High-Value Customers
A_CAFE,29051,0,High-Value Customers
A_CAFE,29240,0,High-Value Customers
A_CAFE,29245,0,High-Value Customers
A_CAFE,29340,0,High-Value Customers
A_CAFE,29403,0,High-Value Customers
A_CAFE,29449,0,High-Value Customers
A_CAFE,29460,0,High-Value Customers
A_CAFE,29649,0,High-Value Customers
A_CAFE,29708,0,High-Value Customers
A_CAFE,29764,0,High-Value Customers
A_CAFE,29798,0,High-Value Customers
A_CAFE,29825,0,High-Value Customers
A_CAFE,30050,0,High-Value Customers
A_CAFE,30075,0,High-Value Customers
A_CAFE,30122,0,High-Value Customers
A_CAFE,30161,0,High-Value Customers
A_CAFE,30197,0,High-Value Customers
A_CAFE,30217,0,High-Value Customers
A_CAFE,30279,0,High-Value Customers
A_CAFE,30292,0,High-Value Customers
A_CAFE,30302,0,High-Value Customers
A_CAFE,30311,0,High-Value Customers
A_CAFE,30342,0,High-Value Customers
A_CAFE,30350,0,High-Value Customers
A_CAFE,30365,0,High-Value Customers
A_CAFE,30430,0,High-Value Customers
A_CAFE,30473,0,High-Value Customers
A_CAFE,30475,0,High-Value Customers
A_CAFE,30489,0,High-Value Customers
A_CAFE,30536,0,High-Value Customers
A_CAFE,30553,0,High-Value Customers
A_CAFE,30605,0,High-Value Customers
A_CAFE,30728,0,High-Value Customers
A_CAFE,30760,0,High-Value Customers
A_CAFE,30962,0,High-Value Customers
A_CAFE,30986,0,High-Value Customers
A_CAFE,31134,0,High-Value Customers
A_CAFE,31140,0,High-Value Customers
A_CAFE,31155,0,High-Value Customers
A_CAFE,31243,0,High-Value Customers
A_CAFE,31249,0,High-Value Customers
A_CAFE,31299,0,High-Value Customers
A_CAFE,31329,0,High-Value Customers
A_CAFE,31467,0,High-Value Customers
A_CAFE,31502,0,High-Value Customers
A_CAFE,31551,0,High-Value Customers
A_CAFE,31650,0,High-Value Customers
A_CAFE,31686,0,High-Value Customers
A_CAFE,31726,0,High-Value Customers
A_CAFE,31770,0,High-Value Customers
A_CAFE,31792,0,High-Value Customers
A_CAFE,31957,0,High-Value Customers
A_CAFE,31974,0,High-Value Customers
A_CAFE,32016,0,High-Value Customers
A_CAFE,32166,0,High-Value Customers
A_CAFE,32186,0,High-Value Customers
A_CAFE,32197,0,High-Value Customers
A_CAFE,32333,0,High-Value Customers
A_CAFE,32345,0,High-Value Customers
A_CAFE,32382,0,High-Value Customers
A_CAFE,32418,0,High-Value Customers
A_CAFE,32452,0,High-Value Customers
A_CAFE,32521,0,High-Value Customers
A_CAFE,32541,0,High-Value Customers
A_CAFE,32635,0,High-Value Customers
A_CAFE,32641,0,High-Value Customers
A_CAFE,32767,0,High-Value Customers
A_CAFE,32827,0,High-Value Customers
A_CAFE,32832,0,High-Value Customers
A_CAFE,32955,0,High-Value Customers
A_CAFE,32998,0,High-Value Customers
A_CAFE,33121,0,High-Value Customers
A_CAFE,33443,0,High-Value Customers
A_CAFE,33486,0,High-Value Customers
A_CAFE,33571,0,High-Value Customers
A_CAFE,33620,0,High-Value Customers
A_CAFE,33633,0,High-Value Customers
A_CAFE,33710,0,High-Value Customers
A_CAFE,33732,0,High-Value Customers
A_CAFE,33899,0,High-Value Customers
A_CAFE,33923,0,High-Value Customers
A_CAFE,33942,0,High-Value Customers
A_CAFE,34097,0,High-Value Customers
A_CAFE,34123,0,High-Value Customers
A_CAFE,34128,0,High-Value Customers
A_CAFE,34136,0,High-Value Customers
A_CAFE,34144,0,High-Value Customers
A_CAFE,34196,0,High-Value Customers
A_CAFE,34450,0,High-Value Customers
A_CAFE,34533,0,High-Value Customers
A_CAFE,34748,0,High-Value Customers
A_CAFE,34772,0,High-Value Customers
A_CAFE,34785,0,High-Value Customers
A_CAFE,34808,0,High-Value Customers
A_CAFE,34880,0,High-Value Customers
A_CAFE,35013,0,High-Value Customers
A_CAFE,35020,0,High-Value Customers
A_CAFE,35038,0,High-Value Customers
A_CAFE,35104,0,High-Value Customers
A_CAFE,35148,0,High-Value Customers
A_CAFE,35159,0,High-Value Customers
A_CAFE,35166,0,High-Value Customers
A_CAFE,35190,0,High-Value Customers
A_CAFE,35212,0,High-Value Customers
A_CAFE,35239,0,High-Value Customers
A_CAFE,35244,0,High-Value Customers
A_CAFE,35375,0,High-Value Customers
A_CAFE,35403,0,High-Value Customers
A_CAFE,35504,0,High-Value Customers
A_CAFE,35625,0,High-Value Customers
A_CAFE,35709,0,High-Value Customers
A_CAFE,35774,0,High-Value Customers
A_CAFE,35802,0,High-Value Customers
A_CAFE,35840,0,High-Value Customers
A_CAFE,35960,0,High-Value Customers
A_CAFE,35961,0,High-Value Customers
A_CAFE,36117,0,High-Value Customers
A_CAFE,36150,0,High-Value Customers
A_CAFE,36179,0,High-Value Customers
A_CAFE,36205,0,High-Value Customers
A_CAFE,36285,0,High-Value Customers
A_CAFE,36335,0,High-Value Customers
A_CAFE,36353,0,High-Value Customers
A_CAFE,36426,0,High-Value Customers
A_CAFE,36501,0,High-Value Customers
A_CAFE,36648,0,High-Value Customers
A_CAFE,36659,0,High-Value Customers
A_CAFE,36802,0,High-Value Customers
A_CAFE,36877,0,High-Value Customers
A_CAFE,36919,0,High-Value Customers
A_CAFE,37094,0,High-Value Customers
A_CAFE,37139,0,High-Value Customers
A_CAFE,37200,0,High-Value Customers
A_CAFE,37432,0,High-Value Customers
A_CAFE,37596,0,High-Value Customers
A_CAFE,37764,0,High-Value Customers
A_CAFE,37783,0,High-Value Customers
A_CAFE,37820,0,High-Value Customers
A_CAFE,37882,0,High-Value Customers
A_CAFE,37949,0,High-Value Customers
