from_totally_fake_account,year,accessory,alcohol,bar,book,butcher,cafe,children,clothes,electronics,entertainment,flower,greengrocer,home store,pet,restaurant,sport,supermarket,takeaway,tea,total,ratio of entertainment,ratio of cafe,ratio of bar,ratio of restaurant,ratio of electronics,ratio of pet,ratio of takeaway,ratio of clothes,ratio of supermarket,ratio of children,ratio of alcohol,ratio of book,ratio of tea,ratio of sport,ratio of butcher,ratio of greengrocer,ratio of home store,ratio of flower,ratio of accessory
1179.0,2025,0,109.98,4839.82,0,66.0,682.74,0,2667,56,28.0,18,0.0,54,0,1130.77,146,3848.79,544.92,145.98000000000002,14337.999999999998,0.1952852559631748,4.761751987724928,33.755195982703306,7.886525317338541,0.3905705119263496,0.0,3.800530059980472,18.6009206304924,26.843283582089555,0.0,0.7670525875296417,0.0,1.0181336309108664,1.0182731203794115,0.46031524619891206,0.0,0.37662156507183714,0.12554052169061236,0.0
1180.0,2025,0,60.98,4064.34,577,1289.51,593.54,0,2003,94,313.88,0,1267.98,345,0,795.94,74,2639.56,1075.51,0.0,15194.239999999998,2.065782822964492,3.9063487216208252,26.74921549218652,5.238432458615898,0.6186554905016638,0.0,7.078406027547282,13.182627100796093,17.372109430942253,0.0,0.40133629585948366,3.797491681058086,0.0,0.4870266627353524,8.486834484646815,8.34513605155638,2.2705972789688724,0.0,0.0
1186.0,2025,0,0.0,3821.61,578,278.0,674.87,94,441,565,289.0,0,131.0,508,0,1049.92,0,6472.98,868.17,41.82,15813.37,1.8275674318630375,4.267717760350893,24.166954924851566,6.639444975991834,3.572925948105938,0.0,5.490101097994924,2.7887793683446347,40.93358974083323,0.5944336975609879,0.0,3.655134863726075,0.2644597577872395,0.0,1.7580060417229217,0.8284129189413767,3.212471471925339,0.0,0.0
1189.0,2025,0,12.0,5165.35,640,152.0,713.54,98,285,187,234.0,0,161.0,0,0,691.43,193,3984.1,1106.1299999999999,70.0,13692.55,1.708958521239652,5.211154971133937,37.72379870805658,5.0496803006014215,1.3657061686829701,0.0,8.078334568798361,2.081423839971371,29.09684463449102,0.7157176712884015,0.08763889852511038,4.674074588005887,0.5112269080631439,1.4095256179455251,1.1100927146513981,1.1758218885452307,0.0,0.0,0.0
1210.0,2025,0,94.97999999999999,3521.89,10,0.0,595.4499999999999,0,102,233,0.0,0,0.0,0,60,382.69,109,1395.04,773.68,20.45,7298.179999999999,0.0,8.158883447654071,48.25709971527148,5.243636084612876,3.192576779416238,0.8221227758153404,10.600999153213541,1.3976087188860786,19.114902619557206,0.0,1.3014203541156837,0.13702046263589007,0.28020684609039515,1.4935230427312016,0.0,0.0,0.0,0.0,0.0
1214.0,2025,0,34.989999999999995,3812.54,0,137.0,2025.29,0,2023,54,239.88,0,106.0,0,228,1098.4,0,7799.03,894.7,0.0,18452.829999999998,1.2999632034761064,10.975498067234133,20.661004301237266,5.9524744984915605,0.29263803980202496,1.2355828347196611,4.84857878168281,10.963088046657344,42.2646824362442,0.0,0.18961861134579355,0.0,0.0,0.0,0.7424335454236559,0.5744376336854564,0.0,0.0,0.0
1217.0,2025,0,133.98,4537.9,40,0.0,168.99,0,91,99,96.0,0,0.0,91,2,980.65,0,5814.15,638.78,17.73,12711.179999999998,0.7552406621572506,1.3294595781036853,35.700068758368616,7.714862034838624,0.7788419328496647,0.01573418046160939,5.0253398976334225,0.7159052110032271,45.740442665433115,0.0,1.0540327491232129,0.31468360923218774,0.13948350979216723,0.0,0.0,0.0,0.7159052110032271,0.0,0.0
1234.0,2025,0,45.98,4511.71,693,78.0,60.45,815,697,72,473.0,0,20.0,394,0,376.13,1339,4254.4,843.07,41.36,14714.099999999999,3.2146036794639157,0.41083042795685776,30.662493798465423,2.5562555643906184,0.48932656431586036,0.0,5.729674258024617,4.736952990668815,28.913762989241615,5.538904859964252,0.31248938093393414,4.709768181540156,0.2810909263903331,9.10011485581857,0.5301037780088488,0.13592404564329452,2.6777036991729024,0.0,0.0
1255.0,2025,0,58.97,3588.64,0,1000.68,639.78,0,227,108,0.0,0,986.75,0,349,745.86,0,1356.44,879.4,30.45,9970.97,0.0,6.416426887253697,35.99088152907892,7.48031535547695,1.0831443681005961,3.5001609672880374,8.819603308404297,2.276608995915142,13.60389209876271,0.0,0.5914168832119643,0.0,0.3053865371172514,0.0,10.03593431732319,9.896228752067252,0.0,0.0,0.0
1258.0,2025,0,137.95,4338.56,567,1069.26,519.6,0,2973,522,6.0,0,1056.79,0,0,444.13,99,1681.44,875.93,7.27,14297.93,0.041964116483994535,3.634092487513927,30.34397286879989,3.1062538423394153,3.6508781341075247,0.0,6.126271425304222,20.79321971781929,11.760024003474628,0.0,0.9648249781611743,3.9656090077374833,0.05084652113977338,0.6924079219859098,7.478425198612666,7.391209776520097,0.0,0.0,0.0
1299.0,2025,0,191.95,4859.39,25,0.0,585.54,0,2717,1033,35.0,0,0.0,0,10,768.85,0,6510.88,1173.27,24.09,17933.97,0.19516035768990356,3.264977024049889,27.096008301564016,4.28711545742521,5.76001855696201,0.0557601021971153,6.542165510480948,15.150019766956227,36.30473341931541,0.0,1.0703151616736282,0.13940025549278826,0.13432608619285077,0.0,0.0,0.0,0.0,0.0,0.0
1304.0,2025,0,59.99,5031.89,15,26.0,351.05,0,428,73,39.0,0,26.0,0,0,2459.89,0,1671.08,743.9,0.0,10924.8,0.35698594024604574,3.2133311364967785,46.05933289396603,22.516567809021677,0.6682044522554189,0.0,6.809277973052138,3.917691857059168,15.296206795547745,0.0,0.549117603983597,0.13730228471001757,0.0,0.0,0.23799062683069716,0.23799062683069716,0.0,0.0,0.0
1309.0,2025,0,0.0,3344.65,15,80.0,650.99,0,29,2110,256.88,0,0.0,0,60,1687.9,0,6093.7,965.91,12.73,15306.759999999998,1.678212763511024,4.252957516809567,21.850803174545106,11.027154015611405,13.78475915216545,0.3919836725734251,6.310349152923283,0.18945877507715547,39.81051509267801,0.0,0.0,0.09799591814335627,0.0831658691976617,0.0,0.5226448967645668,0.0,0.0,0.0,0.0
1323.0,2025,0,95.98,4287.95,0,1079.65,612.31,17,160,157,267.88,0,1232.21,0,293,422.81,0,1510.75,1033.8799999999999,10.0,11180.419999999998,2.395974390944169,5.476627890544362,38.352315923730956,3.781700508567657,1.4042406278118356,2.6206528913940623,9.247237581414652,1.4310732512732083,13.512461964756245,0.15205153294777837,0.8584650666075158,0.0,0.08944207820457552,0.0,9.656613973356997,11.021142318446,0.0,0.0,0.0
1357.0,2025,320,21.0,4155.34,10,26.0,536.71,990,497,160,174.0,0,0.0,0,0,801.98,0,963.42,1124.12,21.82,9801.39,1.775258407225914,5.475855975530002,42.39541534415017,8.182308835787577,1.6324215238858981,0.0,11.468985521441347,5.0707093585705705,9.829422153388448,10.100608179043993,0.2142553250100241,0.10202634524286863,0.22262148531993933,0.0,0.26526849763145843,0.0,0.0,0.0,3.2648430477717962
1382.0,2025,0,24.99,4169.9,551,1258.17,556.02,913,367,119,802.88,0,1328.3,191,0,779.38,0,1169.44,953.87,70.0,13253.949999999999,6.057665827922997,4.195126735803289,31.461564288381954,5.880360194508053,0.8978455479309942,0.0,7.196873384915441,2.76898584950147,8.823331912373293,6.888512481184855,0.18854756506550877,4.157251234537629,0.5281444399594084,0.0,9.492792714624699,10.021917994258315,1.4410798290321,0.0,0.0
1393.0,2025,0,31.99,3592.51,0,60.0,720.85,80,1469,498,255.88,0,0.0,0,0,660.84,0,7559.65,544.08,0.0,15472.800000000001,1.6537407579752854,4.6588206400909975,23.218228116436585,4.270978749806111,3.2185512641538696,0.0,3.516364200403289,9.494079933819346,48.8576728193992,0.5170363476552402,0.20674990951863914,0.0,0.0,0.0,0.3877772607414301,0.0,0.0,0.0,0.0
1399.0,2025,0,0.0,4032.6,17,70.0,589.11,0,1934,107,302.88,0,0.0,53,0,654.94,103,7250.79,649.59,0.0,15763.91,1.9213507308783164,3.7370804578305763,25.581216842775685,4.154679898578462,0.6787656108160983,0.0,4.120741618037657,12.268529825404991,45.99613928270334,0.0,0.0,0.1078412652698474,0.0,0.6533911954584871,0.4440522687581951,0.0,0.33621100348834776,0.0,0.0
1433.0,2025,0,74.98,4638.4,35,0.0,1138.26,0,192,360,211.88,0,0.0,0,0,1648.19,0,1804.76,747.77,11.36,10862.6,1.9505459098190119,10.478706755288789,42.70064257175998,15.173070903835178,3.314123690460847,0.0,6.883895200044188,1.7675326349124518,16.61443853221144,0.0,0.6902583175298732,0.3222064699059157,0.10457901423232005,0.0,0.0,0.0,0.0,0.0,0.0
1443.0,2025,0,36.989999999999995,4717.36,60,0.0,570.24,1393,1982,122,727.88,0,0.0,0,15,947.5,0,1953.59,862.68,37.27,13425.51,5.421618992500099,4.247436410236929,35.13728714961293,7.0574600145543815,0.908717806623361,0.11172759917500341,6.425677683752795,14.762940104323782,14.551328031486326,10.375769710051982,0.27552025956555837,0.44691039670001365,0.27760584141682515,0.0,0.0,0.0,0.0,0.0,0.0
1460.0,2025,0,74.99,3655.32,0,18.0,2336.85,19,190,144,270.88,0,19.0,0,2,1676.14,119,1592.93,812.45,0.0,10930.560000000001,2.478189589554423,21.379051027577724,33.44128754610926,15.334438491714971,1.3174073423502546,0.01829732419930909,7.432830522864335,1.7382457989343636,14.573178318402716,0.17382457989343636,0.6860581708530943,0.0,0.0,1.088690789858891,0.16467591779378182,0.17382457989343636,0.0,0.0,0.0
1471.0,2025,0,108.97999999999999,4197.28,391,55.0,596.01,0,2982,126,324.88,0,0.0,0,45,367.82,54,5657.49,1003.46,60.46,15969.379999999997,2.0343933202165645,3.7322050073327837,26.283299664733384,2.3032829076645434,0.7890099678259269,0.2817892742235453,6.283650335830196,18.673235905213605,35.42711113393257,0.0,0.6824310023307104,2.4484356938090275,0.37859954487901226,0.33814712906825445,0.3444091129398888,0.0,0.0,0.0,0.0
1487.0,2025,0,9.0,3583.58,627,95.0,176.89000000000001,0,352,33,0.0,0,138.0,128,60,581.21,35,5319.68,1224.09,31.82,12394.27,0.0,1.4271917587724006,28.913199405854478,4.689344350252173,0.2662520664791069,0.48409466632564885,9.876257335042725,2.8400220424438065,42.92047857598713,0.0,0.07261419994884732,5.058789263103031,0.2567315380413691,0.2823885553566285,0.7664832216822773,1.1134177325489925,1.0327352881613843,0.0,0.0
1489.0,2025,0,47.98,3431.72,20,222.0,325.75,0,214,5,98.0,0,174.0,0,368,1721.04,134,1063.66,870.23,36.36,8731.74,1.1223421677695398,3.7306424607237507,39.30167412222535,19.710160861409065,0.0572623554984459,4.214509364685618,9.966283925082516,2.4508288153334843,12.181535409895394,0.0,0.5494895633630867,0.2290494219937836,0.41641184918469853,1.5346311273583502,2.542448584130998,1.9927299713459172,0.0,0.0,0.0
1490.0,2025,0,80.98,4493.59,20,1066.42,2064.3,0,0,116,0.0,0,1074.83,0,20,653.52,0,1258.03,757.74,50.0,11655.41,0.0,17.711088670411424,38.55368451217075,5.607009963613463,0.9952459844827424,0.17159413525564524,6.501187002430631,0.0,10.793528498782969,0.0,0.6947846536501076,0.17159413525564524,0.4289853381391131,0.0,9.14957088596626,9.221726219841257,0.0,0.0,0.0
1505.0,2025,0,39.989999999999995,4591.28,5,0.0,679.03,89,2363,95,130.0,0,0.0,178,27,712.63,0,1619.01,653.88,0.0,11182.819999999998,1.1624974738035667,6.07208199720643,41.05654924249877,6.372542882743352,0.8495173847026065,0.2414417830207408,5.84718344746674,21.130627158444835,14.47765411586702,0.7958636551424418,0.35760210751849714,0.044711441300137184,0.0,0.0,0.0,0.0,1.5917273102848837,0.0,0.0
1507.0,2025,0,9.0,3908.72,17,0.0,2057.14,1091,3391,201,678.0,0,0.0,519,374,899.83,0,2014.15,1428.97,87.27000000000001,16676.08,4.065703690555574,12.335872699099546,23.439081606708527,5.3959323773932475,1.205319235695679,2.2427333042297706,8.568980239960469,20.33451506589078,12.078078301375381,6.542304906188984,0.053969518016224426,0.10194242291953504,0.5233244263639896,0.0,0.0,0.0,3.112242205602276,0.0,0.0
1529.0,2025,0,105.99,3298.58,0,6.0,636.67,20,2231,39,22.0,0,50.0,79,0,818.76,0,2010.6,956.11,41.370000000000005,10315.080000000002,0.2132799745615157,6.1722255183672825,31.978229931323842,7.937505089635755,0.3780872276317779,0.0,9.269050749000492,21.628528329397344,19.49185076606289,0.1938908859650143,1.0275247501715932,0.0,0.40106329761863213,0.0,0.05816726578950429,0.4847272149125358,0.7658689995618064,0.0,0.0
1563.0,2025,0,98.96,4266.5,584,0.0,2438.66,0,102,150,289.0,0,0.0,442,30,1807.74,0,1099.94,785.89,36.82,12131.509999999998,2.382226120243894,20.101866956380533,35.16874651218192,14.901195316988572,1.2364495433791838,0.24728990867583675,6.478088877641778,0.8407856894978449,9.066802071629997,0.0,0.8157269787520268,4.8139102222229555,0.3035071479148103,0.0,0.0,0.0,3.643404654490662,0.0,0.0
1569.0,2025,0,12.0,3490.28,54,0.0,2073.36,55,344,94,252.88,0,0.0,53,17,690.69,0,5204.09,719.6,12.27,13072.170000000002,1.9344913660088565,15.860870842407953,26.70008116479513,5.283667516563814,0.7190848956217674,0.13004726835712813,5.504824371164084,2.6315447244030636,39.81045228144982,0.4207411623318852,0.09179807178150222,0.41309132301675994,0.09386352839658602,0.0,0.0,0.0,0.4054414837016348,0.0,0.0
1572.0,2025,0,72.99,4724.47,42,11.0,713.64,77,175,728,527.88,0,0.0,377,5,715.27,0,6533.95,811.83,75.91,15590.94,3.385812529584489,4.577273724355298,30.30266295681979,4.587728514124229,4.669378498025135,0.03206990726665615,5.207062563257892,1.122446754332965,41.90863411699359,0.49387657190650464,0.4681565062786464,0.26938722103991164,0.4868853321223736,0.0,0.07055379598664352,0.0,2.418071007905873,0.0,0.0
1596.0,2025,0,173.94,4578.62,834,0.0,712.64,211,0,405,258.88,0,0.0,0,0,615.98,0,1590.25,842.24,46.82,10269.369999999999,2.5208946605293217,6.939471457353276,44.58520824549121,5.99822579184507,3.9437667549226494,0.0,8.201476818928523,0.0,15.485370572878377,2.0546537908362446,1.693774788521594,8.121238206433306,0.45591891226044057,0.0,0.0,0.0,0.0,0.0,0.0
1607.0,2025,388,96.98,4606.77,383,182.0,2106.16,156,0,176,226.88,0,100.0,0,0,950.1800000000001,0,1988.16,1050.19,0.0,12410.32,1.8281559218456898,16.971037007909544,37.12047715127411,7.656369859923033,1.418174551502298,0.0,8.46223143319431,0.0,16.02021543360687,1.257018352467946,0.7814464091175732,3.086141211507842,0.0,0.0,1.4665214112126037,0.8057809951717603,0.0,0.0,3.1264302612664303
1615.0,2025,0,24.0,3780.76,32,931.01,881.1,75,1782,174,310.88,0,757.3100000000001,0,5,2269.19,43,2685.56,624.3,19.55,14394.66,2.15968977384669,6.121019878204835,26.26501772184963,15.764109746253125,1.2087815898395655,0.03473510315630935,4.3370249800967855,12.379590764908652,18.65664072649163,0.5210265473446403,0.1667284951502849,0.22230466020037987,0.1358142533411696,0.29872188714426046,6.467745677911115,5.261048194260928,0.0,0.0,0.0
1622.0,2025,0,9.0,3880.07,30,0.0,231.03,1357,448,598,139.0,0,0.0,0,0,579.76,0,1134.16,573.0600000000001,73.17,9052.25,1.5355298406473528,2.5521831588831505,42.863045099284705,6.404595542544671,6.606092407964871,0.0,6.3305807948300155,4.949045817338231,12.529039741500734,14.990748156535668,0.0994227954375984,0.3314093181253279,0.8083073269076748,0.0,0.0,0.0,0.0,0.0,0.0
1623.0,2025,437,232.95999999999998,4403.15,36,0.0,665.6899999999999,1014,593,1958,484.0,0,0.0,30,0,662.27,1089,3967.09,773.68,36.36,16382.2,2.9544261454505496,4.063495745382182,26.87764769078634,4.042619428404,11.95199667932268,0.0,4.722686818620209,3.6197824468020166,24.215856234205418,6.189644858443921,1.4220312290168597,0.219750705033512,0.22194821208384707,6.647458827263737,0.0,0.0,0.18312558752792663,0.0,2.667529391656798
1631.0,2025,0,103.97999999999999,3529.6,15,1087.09,2480.37,0,84,0,92.0,0,1099.18,0,0,1823.41,94,1117.12,817.57,17.73,12361.05,0.7442733424749516,20.066013809506476,28.55420858260423,14.751254950024473,0.0,0.0,6.614082137035285,0.6795539213901732,9.037419960278454,0.0,0.8411906755494072,0.1213489145339595,0.14343441697914014,0.7604531977461462,8.794479433381468,8.892286658495841,0.0,0.0,0.0
1634.0,2025,0,10.0,3917.07,30,60.0,55.54,0,2663,228,203.88,0,0.0,0,0,582.28,89,4654.66,968.59,0.0,13462.02,1.5144829676378433,0.41256809899257313,29.097193437537605,4.325353847342375,1.6936537013018849,0.0,7.19498262519295,19.781578098977715,34.57623744430627,0.0,0.07428305707464407,0.22284917122393222,0.0,0.6611192079643322,0.44569834244786444,0.0,0.0,0.0,0.0
1639.0,2025,0,58.98,3909.28,942,0.0,154.54,0,159,781,331.88,0,0.0,0,0,871.89,0,5967.1900000000005,762.26,73.63,14011.650000000001,2.3686004146549475,1.1029393397636966,27.900211609624847,6.222607615805418,5.573933119939478,0.0,5.440187272733761,1.1347699949684726,42.587346957710196,0.0,0.42093543586943716,6.722976951322648,0.5254912876070983,0.0,0.0,0.0,0.0,0.0,0.0
1642.0,2025,0,33.98,4137.25,543,60.0,2261.17,0,55,94,15.0,0,0.0,0,389,717.44,0,2029.19,625.29,0.0,10960.32,0.13685731803450993,20.63051078800619,37.74752926921842,6.545794283378588,0.8576391930162623,3.5491664476949576,5.705034159586582,0.5018101661265365,18.513966745496482,0.0,0.3100274444541765,4.95423491284926,0.0,0.0,0.5474292721380397,0.0,0.0,0.0,0.0
1644.0,2025,0,83.97,3651.5,22,206.0,2166.39,0,70,0,63.0,0,98.0,33,0,1545.49,0,1086.92,0.0,334.06,9360.33,0.6730531936374038,23.14437632006564,39.01037677090444,16.511063178328115,0.0,0.0,0.0,0.7478368818193376,11.611983765529635,0.0,0.8970837566624253,0.2350344485717918,3.5688912677223987,0.0,2.2007771093540502,1.0469716345470725,0.3525516728576877,0.0,0.0
1661.0,2025,0,67.98,4456.32,40,0.0,104.87,0,2670,456,404.0,0,0.0,328,0,743.3199999999999,0,5639.16,924.28,0.0,15833.929999999998,2.5514827967535543,0.662311883404815,28.144118358487123,4.694475723967455,2.8798914735634176,0.0,5.83733791926578,16.862522443891063,35.61440526767518,0.0,0.42933118941412535,0.25262205908451035,0.0,0.0,0.0,0.0,2.0715008844929845,0.0,0.0
1675.0,2025,0,106.97,3626.05,252,0.0,712.93,1229,1537,1709,150.0,0,29.0,0,0,627.84,0,2213.48,916.13,48.19,13157.59,1.1400264030114937,5.418393489993227,27.558618257598848,4.771694512444909,12.988700818310953,0.0,6.962749257272799,11.681470542857772,16.82283761691921,9.340616328674171,0.8129908288675965,1.9152443570593096,0.36625248240749253,0.0,0.0,0.22040510458222212,0.0,0.0,0.0
1689.0,2025,0,154.95999999999998,4464.9,20,95.0,917.52,97,430,61,5.0,0,190.0,0,15,1976.82,1074,1421.05,994.69,89.55,12006.489999999998,0.04164414412538553,7.641867023584746,37.187387821086766,16.464595397988923,0.5080585583297035,0.12493243237615657,8.284602744015947,3.5813963947831553,11.835682201875821,0.8078963960324792,1.2906353147339482,0.16657657650154212,0.7458466212856548,8.945162158132812,0.7912387383823251,1.5824774767646501,0.0,0.0,0.0
1697.0,2025,0,58.97,4840.69,45,0.0,2166.08,94,111,191,214.88,0,0.0,86,217,720.44,112,1281.8,1120.6399999999999,16.82,11276.319999999998,1.905586219617748,19.209103679214497,42.92792329412433,6.388963775416095,1.6938150034763118,1.9243866793421973,9.937993955474836,0.9843636931197414,11.367183620188149,0.8336052896689702,0.5229542971465869,0.39906636207557084,0.14916213800246894,0.9932318344991985,0.0,0.0,0.7626601586333132,0.0,0.0
1703.0,2025,0,108.97,4724.19,5,139.0,2363.85,668,687,518,435.0,0,163.0,0,15,1981.8,0,4574.16,563.68,48.18,16994.829999999998,2.5596019495340645,13.90923004231287,27.797806744757082,11.661193433532434,3.0479857697899893,0.08826213619082982,3.3167733952031293,4.042405837540005,26.915008858576407,3.9306071316982876,0.641194998714315,0.029420712063609935,0.2834979814449453,0.0,0.8178957953683561,0.9591152132736839,0.0,0.0,0.0
