from_totally_fake_account,year,total_year_spent
4832,2025,20657.47
4837,2025,29788.25
4838,2025,25445.17
4840,2025,21297.11
4861,2025,16217.67
4871,2025,17905.63
4875,2025,33462.21
4888,2025,29943.5
4898,2025,11065.2
4903,2025,18312.65
4905,2025,34333.72
4930,2025,17879.36
4931,2025,30499.45
4955,2025,32424.85
4958,2025,38410.66
4976,2025,14982.289999999999
4993,2025,30145.25
5001,2025,29891.76
5039,2025,26891.46
5057,2025,12880.76
5058,2025,18337.88
5063,2025,16297.53
5068,2025,28328.33
5093,2025,15918.3
5108,2025,23024.51
5119,2025,30524.11
5127,2025,11078.7
5164,2025,22042.0
5167,2025,15542.42
5173,2025,19231.99
5174,2025,19303.8
5180,2025,15693.460000000001
5198,2025,12861.27
5200,2025,18080.59
5215,2025,19360.34
5219,2025,26581.85
5222,2025,24525.84
5237,2025,13799.1
5241,2025,21999.31
5248,2025,21306.82
5251,2025,23285.57
5261,2025,22277.99
5266,2025,35743.27
5276,2025,16486.15
5280,2025,22024.66
5283,2025,21219.53
5285,2025,30891.84
5289,2025,19394.54
5291,2025,19348.26
5292,2025,31648.92
5298,2025,21353.68
5299,2025,30378.24
5300,2025,27280.16
5304,2025,33418.13
5307,2025,29024.8
5319,2025,21189.89
5322,2025,29896.84
5338,2025,21758.45
5347,2025,19517.67
5353,2025,31091.36
5357,2025,23657.93
5378,2025,29903.420000000002
5391,2025,17624.49
5394,2025,16182.31
5403,2025,35178.25
5412,2025,20776.87
5439,2025,17685.66
5457,2025,20609.61
5462,2025,17454.77
5486,2025,18805.15
5491,2025,28124.14
5494,2025,28987.32
5499,2025,25494.76
5500,2025,13552.63
5501,2025,31129.23
5511,2025,18619.8
5514,2025,14942.71
5522,2025,19132.39
5525,2025,13646.44
5538,2025,25670.8
5556,2025,17970.87
5569,2025,35619.16
5580,2025,29261.66
5589,2025,19636.95
5615,2025,14423.789999999999
5620,2025,30769.5
5653,2025,29764.57
5671,2025,20886.44
5679,2025,24080.74
5701,2025,19084.8
5706,2025,25532.85
5720,2025,16601.89
5733,2025,29536.6
5740,2025,37905.23
5782,2025,23788.5
5784,2025,31464.07
5797,2025,34472.98
5803,2025,20841.11
5805,2025,19950.05
5809,2025,14496.69
5831,2025,28696.829999999998
5844,2025,19188.83
5852,2025,24907.3
5853,2025,19047.85
5876,2025,32324.08
5882,2025,16506.079999999998
5889,2025,16887.4
5890,2025,15499.7
5919,2025,27411.71
5936,2025,24196.45
5941,2025,15233.27
5960,2025,24526.78
5979,2025,36408.34
5984,2025,22615.08
6010,2025,19619.62
6016,2025,15171.7
6030,2025,33975.14
6031,2025,19687.34
6046,2025,20113.71
6048,2025,33362.7
6053,2025,18035.36
6058,2025,18593.75
6059,2025,14937.09
6060,2025,28644.010000000002
6094,2025,18824.79
6097,2025,32676.49
6100,2025,17377.41
6104,2025,15993.45
6107,2025,29446.74
6154,2025,22197.17
6186,2025,15154.31
6194,2025,15679.48
6211,2025,16257.86
6233,2025,19720.6
6234,2025,32079.13
6246,2025,25372.18
6286,2025,16534.73
6289,2025,32904.82
6293,2025,17654.59
6295,2025,20079.4
6296,2025,20416.1
6302,2025,17097.96
6315,2025,17599.27
6327,2025,15979.9
6339,2025,21409.09
6347,2025,19067.03
6360,2025,19819.91
6361,2025,14831.43
6362,2025,16085.38
6406,2025,35746.29
6415,2025,18506.16
6431,2025,16027.5
6445,2025,15507.81
6459,2025,20040.81
6468,2025,17646.36
6508,2025,30812.61
6517,2025,22626.93
6518,2025,29314.21
6536,2025,32099.3
6540,2025,18940.45
6545,2025,32374.079999999998
6563,2025,13847.13
6567,2025,24625.67
6574,2025,33718.56
6575,2025,19167.15
6589,2025,20846.59
6616,2025,23976.43
6627,2025,14847.99
6650,2025,23238.899999999998
6651,2025,24192.46
6653,2025,21794.170000000002
6677,2025,20219.99
6679,2025,34786.09
6692,2025,20219.29
6754,2025,25489.34
6782,2025,18789.4
6809,2025,13820.36
6829,2025,17737.16
6842,2025,15567.27
6874,2025,22821.48
6889,2025,26206.83
6892,2025,32636.68
6900,2025,18184.02
6919,2025,13254.2
6920,2025,27670.89
6922,2025,15827.35
6924,2025,17381.04
6935,2025,29401.43
6947,2025,20765.14
6957,2025,28131.829999999998
7002,2025,25862.01
7014,2025,26657.14
7018,2025,22191.72
7020,2025,26128.85
7025,2025,20169.02
7039,2025,34876.15
7041,2025,29925.67
7058,2025,32540.829999999998
7059,2025,31236.54
7072,2025,33895.07
7073,2025,22794.07
7088,2025,22728.77
7104,2025,16653.17
7120,2025,20608.75
7129,2025,19648.94
7134,2025,22980.21
7143,2025,11603.11
7150,2025,16688.17
7170,2025,18519.29
7192,2025,18921.53
7201,2025,16900.11
7214,2025,29805.12
7224,2025,20108.23
7234,2025,17602.53
7235,2025,26451.54
7239,2025,12585.41
7246,2025,29101.95
7248,2025,15409.3
7257,2025,29848.16
7269,2025,18840.68
7272,2025,20318.42
7292,2025,20080.18
7293,2025,13847.66
7296,2025,13044.27
7300,2025,22146.93
7301,2025,20828.86
7310,2025,17602.37
7312,2025,18917.63
7317,2025,27156.54
7318,2025,23886.55
7330,2025,24918.36
7337,2025,21095.55
7369,2025,22510.37
7373,2025,21917.37
7389,2025,19671.579999999998
7395,2025,21478.46
7396,2025,21968.53
7417,2025,19785.61
7421,2025,18968.57
7446,2025,27616.83
7453,2025,34038.85
7472,2025,26411.3
7475,2025,19260.22
7485,2025,31927.2
7534,2025,22002.96
7538,2025,24139.18
7550,2025,31450.39
7572,2025,18685.76
7582,2025,29969.02
7601,2025,21052.99
7623,2025,32990.72
7637,2025,22317.88
7659,2025,23183.94
7664,2025,14283.25
7672,2025,16384.23
7680,2025,17751.88
7686,2025,21249.5
7690,2025,32140.1
7692,2025,17834.6
7694,2025,33769.06
7746,2025,37103.0
7783,2025,18425.74
7791,2025,41324.6
7809,2025,24995.23
7810,2025,32807.25
7831,2025,21353.96
7843,2025,18169.5
7851,2025,19859.21
7853,2025,23083.73
7857,2025,37254.25
7875,2025,17327.72
7877,2025,22014.78
7909,2025,25562.35
7949,2025,31098.9
7964,2025,19814.11
7970,2025,24381.93
7979,2025,32201.88
7984,2025,17203.05
8001,2025,30229.01
8024,2025,36995.88
8031,2025,13696.16
8058,2025,15873.12
8059,2025,23939.42
8065,2025,29700.25
8089,2025,20197.91
8094,2025,18419.41
8097,2025,22151.69
8109,2025,34136.06
8135,2025,18599.02
8143,2025,29985.57
8144,2025,17758.15
8164,2025,21650.44
8166,2025,28175.32
8179,2025,11809.09
8194,2025,22695.2
8197,2025,21755.59
8203,2025,21565.18
8221,2025,15971.3
8232,2025,19921.99
8236,2025,31015.78
8250,2025,17951.99
8253,2025,14970.27
8260,2025,32289.67
8266,2025,19272.37
8267,2025,18358.9
8268,2025,13328.53
8294,2025,29307.5
8295,2025,12730.44
8296,2025,31623.27
8306,2025,16909.91
8307,2025,22133.16
8327,2025,19433.69
8328,2025,17611.09
8331,2025,33829.36
8334,2025,26045.34
8377,2025,37042.85
8381,2025,17238.35
8386,2025,13121.8
8387,2025,16587.1
8418,2025,28443.79
8431,2025,19442.61
8438,2025,19549.32
8472,2025,19387.94
8473,2025,18827.98
8474,2025,33945.52
8487,2025,29492.48
8506,2025,35401.62
8507,2025,30189.68
8518,2025,25276.97
8556,2025,16064.69
8565,2025,12540.41
8568,2025,23830.65
8572,2025,32296.829999999998
8583,2025,23392.76
8603,2025,15827.33
8607,2025,33346.66
8625,2025,16884.11
8633,2025,27556.670000000002
8655,2025,18801.79
8661,2025,30092.27
8668,2025,31287.99
8682,2025,20215.1
8691,2025,20484.47
8718,2025,13516.41
8741,2025,17656.7
8744,2025,17473.29
8801,2025,25166.19
8815,2025,16286.59
8864,2025,29548.27
8880,2025,17094.28
8882,2025,31325.7
8906,2025,21496.77
8907,2025,26015.3
8919,2025,29539.45
8943,2025,13051.53
8947,2025,28572.25
8968,2025,14440.0
8982,2025,19865.11
8994,2025,18895.71
9022,2025,19176.36
9029,2025,25026.01
9030,2025,19721.99
9041,2025,21789.06
9048,2025,32525.45
9075,2025,27452.23
9076,2025,18004.4
9088,2025,17800.94
9120,2025,25387.31
9133,2025,31905.78
9141,2025,31378.23
9150,2025,12865.05
9162,2025,35657.59
9172,2025,13831.26
9173,2025,17979.66
9186,2025,19916.2
9189,2025,19350.9
9204,2025,22607.75
9218,2025,20169.98
9225,2025,27268.4
9239,2025,17413.42
9250,2025,15885.68
9255,2025,25063.81
9256,2025,12477.43
9262,2025,18683.32
9267,2025,20363.74
9300,2025,22449.22
9303,2025,31164.579999999998
9323,2025,25372.09
9333,2025,15907.11
9337,2025,25964.42
9341,2025,21016.07
9347,2025,18593.0
9360,2025,24602.39
9381,2025,21115.56
9399,2025,22305.72
9407,2025,20397.17
9453,2025,18728.05
9460,2025,28249.51
9474,2025,29185.25
9479,2025,18674.65
9480,2025,21499.489999999998
9499,2025,16242.64
9508,2025,24279.84
9518,2025,22685.5
9579,2025,21579.71
9580,2025,12030.02
9600,2025,16878.71
9642,2025,30812.81
9660,2025,28242.75
9678,2025,31528.76
9685,2025,20764.3
9687,2025,19226.66
9691,2025,20238.27
9724,2025,15282.73
9740,2025,32106.33
9756,2025,26045.77
9820,2025,35448.04
9869,2025,34867.35
9874,2025,15774.36
9880,2025,16564.0
9894,2025,17670.3
9900,2025,22110.45
9916,2025,15061.76
9925,2025,18807.88
9928,2025,16495.2
9936,2025,11945.289999999999
9944,2025,18644.61
9951,2025,24889.3
9983,2025,21154.19
10000,2025,20152.39
10004,2025,18261.47
10021,2025,13115.64
10062,2025,12917.03
10078,2025,26410.51
10092,2025,33489.99
10099,2025,30489.75
10126,2025,34285.46
10130,2025,33327.68
10134,2025,24656.36
10141,2025,34356.08
10145,2025,18353.37
10147,2025,29972.11
10156,2025,18676.37
10179,2025,19112.86
10180,2025,20442.02
10209,2025,32359.36
10215,2025,28614.38
10253,2025,20128.04
10254,2025,16778.02
10259,2025,21842.23
10280,2025,12562.95
10300,2025,21919.62
10314,2025,21605.51
10320,2025,17385.74
10356,2025,17366.64
10371,2025,23974.11
10386,2025,16919.52
10402,2025,19967.46
10410,2025,32980.95
10432,2025,20914.72
10442,2025,16720.28
10451,2025,31147.68
10454,2025,27466.399999999998
10464,2025,15918.86
10479,2025,22805.29
10485,2025,19211.31
10514,2025,20710.8
10520,2025,17244.09
10521,2025,18221.7
10538,2025,18806.84
10572,2025,15926.960000000001
10581,2025,22412.23
10586,2025,16489.63
10592,2025,15618.28
10605,2025,32744.41
10606,2025,20903.16
10634,2025,18458.829999999998
10636,2025,20080.88
10641,2025,29457.36
10659,2025,33227.58
10693,2025,15692.6
10695,2025,36550.53
10696,2025,25012.57
10709,2025,15509.12
10716,2025,15518.19
10740,2025,21848.36
10743,2025,31296.64
10765,2025,30904.95
10794,2025,25437.53
10813,2025,22875.45
10819,2025,16117.87
10826,2025,19609.97
10855,2025,30643.24
10866,2025,20094.26
10913,2025,26374.329999999998
10937,2025,29648.4
10944,2025,26226.76
10963,2025,20184.78
10983,2025,29551.09
11008,2025,18473.35
11012,2025,31356.36
11039,2025,13144.17
11054,2025,13947.16
11056,2025,15005.67
11057,2025,15949.21
11096,2025,15489.87
11099,2025,13237.83
11100,2025,30892.079999999998
11105,2025,34351.81
11111,2025,15598.58
11120,2025,23317.58
11124,2025,17702.36
11133,2025,27848.06
11137,2025,28306.97
11143,2025,18178.0
11145,2025,15742.68
11163,2025,19172.86
11167,2025,19972.1
11171,2025,17925.2
11177,2025,30424.25
11182,2025,23388.19
11183,2025,32132.79
11197,2025,11588.59
11202,2025,13801.92
11211,2025,18452.73
11213,2025,17128.59
11232,2025,19200.12
11237,2025,13197.71
11239,2025,22650.2
11252,2025,35399.38
11256,2025,19130.47
11303,2025,20995.43
11314,2025,33974.69
11343,2025,20194.95
11347,2025,20013.26
11370,2025,16042.5
11379,2025,32048.68
11382,2025,15204.47
11401,2025,18978.49
11405,2025,38581.98
11417,2025,18932.37
11420,2025,14979.9
11421,2025,13913.93
11426,2025,35000.89
11448,2025,20855.62
11451,2025,29981.43
11454,2025,21399.53
11460,2025,18576.27
11466,2025,17997.37
11475,2025,32231.260000000002
11494,2025,17115.81
11505,2025,30182.95
11550,2025,12772.4
11559,2025,21225.36
11563,2025,18480.13
11568,2025,15436.84
11570,2025,18540.61
11577,2025,17796.86
11613,2025,29951.84
11619,2025,20646.0
11620,2025,34297.94
11628,2025,37487.19
11630,2025,26450.59
11636,2025,15639.48
11648,2025,20679.4
11662,2025,27086.89
11673,2025,31512.27
11680,2025,13895.01
11683,2025,19080.16
11694,2025,29718.22
11729,2025,30065.86
11734,2025,21801.41
11742,2025,28070.98
11755,2025,18741.24
11756,2025,33807.32
11762,2025,18136.920000000002
11765,2025,17338.78
11786,2025,14892.36
11813,2025,12393.29
11821,2025,24726.24
11822,2025,31163.24
11823,2025,17623.41
11827,2025,31684.77
11872,2025,29096.96
11907,2025,23518.97
11921,2025,17806.61
11926,2025,31370.66
11961,2025,25403.01
11964,2025,19551.18
11965,2025,30987.29
11971,2025,21930.87
11976,2025,33457.51
11988,2025,12745.05
12001,2025,27264.0
12006,2025,16370.55
12026,2025,13840.99
12035,2025,23850.81
12048,2025,31013.61
12060,2025,23635.31
12069,2025,26399.54
12095,2025,17569.71
12101,2025,23265.05
12122,2025,10337.67
12127,2025,18174.23
12144,2025,19846.66
12148,2025,19627.16
12154,2025,24151.54
12164,2025,32140.54
12179,2025,30847.19
12182,2025,15670.58
12184,2025,15670.87
12190,2025,36834.48
12197,2025,36340.03
12202,2025,31887.9
12229,2025,14380.02
12259,2025,14636.21
12290,2025,19544.15
12316,2025,19385.99
12329,2025,24397.04
12351,2025,28735.8
12356,2025,22256.23
12359,2025,22717.49
12378,2025,17302.14
12384,2025,22072.32
12387,2025,18526.12
12391,2025,18435.18
12396,2025,16257.41
12403,2025,29628.76
12407,2025,18172.95
12424,2025,26949.24
12435,2025,22018.35
12443,2025,17376.34
12470,2025,34289.5
12478,2025,18015.04
12501,2025,23851.63
12520,2025,25337.45
12525,2025,33876.98
12542,2025,20123.43
12563,2025,21106.39
12568,2025,30935.27
12585,2025,21566.6
12630,2025,30211.54
12649,2025,21857.51
12650,2025,25947.57
12652,2025,32116.86
12658,2025,17827.12
12665,2025,29256.95
12673,2025,18743.45
12695,2025,32251.99
12699,2025,23633.96
12709,2025,34105.42
12728,2025,35288.06
12733,2025,13957.69
12738,2025,31985.54
12774,2025,36886.27
12781,2025,17699.5
12782,2025,33624.54
12800,2025,17186.82
12818,2025,22334.57
12831,2025,37194.04
12903,2025,32389.53
12913,2025,20832.42
12929,2025,16031.52
12935,2025,29637.93
12964,2025,26733.03
12971,2025,21783.04
12988,2025,21409.41
12993,2025,19372.29
13001,2025,13481.43
13019,2025,13381.13
13023,2025,14319.26
13047,2025,17336.19
13054,2025,22284.78
13055,2025,22520.26
13069,2025,25669.28
13072,2025,23706.01
13100,2025,26079.7
13133,2025,16879.05
13148,2025,18738.23
13152,2025,18991.92
13165,2025,34788.74
13174,2025,19736.88
13205,2025,24345.86
13219,2025,22055.85
13225,2025,14260.52
13226,2025,16176.72
13243,2025,16787.66
13246,2025,23670.98
13252,2025,26511.29
13270,2025,18828.35
13273,2025,20695.86
13278,2025,33259.67
13299,2025,17579.5
13311,2025,20355.98
13344,2025,35903.28
13372,2025,18455.31
13375,2025,19405.07
13384,2025,26190.829999999998
13392,2025,32113.29
13429,2025,19435.35
13453,2025,17659.74
13485,2025,20250.77
13502,2025,18546.75
13508,2025,19096.2
13536,2025,27572.91
13611,2025,33193.15
13613,2025,36012.92
13633,2025,20123.04
13677,2025,32400.45
13690,2025,18559.08
13724,2025,33271.31
13738,2025,20648.33
13778,2025,19075.93
13798,2025,17973.4
13808,2025,31931.98
13822,2025,15591.01
13824,2025,13961.89
13865,2025,15939.12
13881,2025,18162.329999999998
13886,2025,17765.75
13903,2025,20335.57
13904,2025,15584.43
13927,2025,13709.56
13944,2025,19643.47
13977,2025,20745.81
13991,2025,24408.24
13993,2025,12884.61
14032,2025,16022.4
14036,2025,38214.26
14040,2025,19432.99
14069,2025,28675.65
14073,2025,32625.15
14074,2025,11942.57
14084,2025,20246.58
14097,2025,13883.38
14101,2025,20765.94
14124,2025,30389.07
14135,2025,16769.95
14139,2025,23002.6
14147,2025,20247.58
14154,2025,17016.48
14160,2025,34155.31
14167,2025,27939.76
14179,2025,16752.78
14190,2025,16748.17
14202,2025,21299.77
14214,2025,33920.57
14243,2025,18549.23
14270,2025,22240.25
14272,2025,19500.86
14277,2025,34885.11
14289,2025,31599.76
14326,2025,34479.73
14345,2025,29198.38
14358,2025,25598.899999999998
14360,2025,19835.28
14362,2025,13535.59
14372,2025,17442.78
14388,2025,17031.26
14420,2025,20464.0
14424,2025,31334.5
14426,2025,17426.22
14446,2025,17297.59
14448,2025,21006.98
14452,2025,21800.63
14458,2025,20134.17
14460,2025,15749.93
14467,2025,17871.4
14468,2025,24650.17
14496,2025,21230.45
14500,2025,14088.11
14506,2025,19960.53
14520,2025,33416.43
14527,2025,27605.19
14534,2025,16052.06
14543,2025,16482.739999999998
14547,2025,19014.18
14556,2025,32860.86
14563,2025,21132.579999999998
14577,2025,21277.77
14582,2025,17971.88
14590,2025,32421.24
14593,2025,17940.71
14598,2025,31540.52
14601,2025,15975.86
14611,2025,14211.36
14634,2025,21092.82
14662,2025,22603.83
14685,2025,16205.61
14692,2025,17142.22
14697,2025,22432.96
14724,2025,16189.67
14749,2025,17992.28
14754,2025,32870.28
14769,2025,21276.32
14788,2025,16775.53
14793,2025,14752.32
14837,2025,17652.96
14845,2025,20550.51
14850,2025,34082.0
14865,2025,24176.77
14867,2025,18644.71
14877,2025,34970.2
14879,2025,32261.85
14894,2025,24506.1
14899,2025,13574.49
14913,2025,31596.32
14918,2025,31312.19
14929,2025,19084.99
14930,2025,36605.89
14935,2025,10626.65
14955,2025,34580.74
14995,2025,21697.02
15063,2025,29985.07
15078,2025,14556.18
15083,2025,24474.36
15086,2025,18571.74
15132,2025,38242.67
15135,2025,19337.53
15148,2025,23868.05
15165,2025,20827.98
15169,2025,29992.77
15171,2025,16639.29
15173,2025,16392.69
15184,2025,27569.68
15197,2025,31728.55
15214,2025,28941.74
15219,2025,13779.91
15239,2025,21322.31
15240,2025,19763.52
15250,2025,30300.83
15258,2025,30459.96
15264,2025,27704.44
15265,2025,36225.56
15274,2025,17499.54
15277,2025,16226.65
15315,2025,14496.43
15320,2025,21378.47
15343,2025,16168.92
15347,2025,19792.12
15350,2025,34557.0
15353,2025,37143.96
15354,2025,25980.37
15377,2025,16617.33
15381,2025,15609.33
15382,2025,25570.2
15387,2025,38334.85
15393,2025,17721.45
15400,2025,15597.94
15418,2025,21809.84
15424,2025,18586.87
15431,2025,14289.64
15438,2025,18335.86
15444,2025,17445.76
15454,2025,27994.59
15460,2025,28982.1
15468,2025,20898.36
15471,2025,20089.62
15483,2025,34014.4
15501,2025,11601.37
15515,2025,25707.18
15538,2025,15246.06
15550,2025,28007.37
15575,2025,29848.94
15585,2025,37506.77
15597,2025,20713.68
15613,2025,20170.22
15618,2025,20783.69
15629,2025,20295.7
15633,2025,20394.43
15663,2025,32418.93
15711,2025,28284.82
15717,2025,31829.14
15730,2025,19873.98
15737,2025,36872.85
15738,2025,11692.79
15788,2025,32177.07
15823,2025,32354.27
15829,2025,17181.93
15838,2025,23125.54
15867,2025,37721.11
15880,2025,18961.08
15896,2025,23460.99
15911,2025,22016.55
15929,2025,23549.53
15935,2025,35236.96
15938,2025,34718.98
15944,2025,20382.69
15952,2025,20407.13
15954,2025,29026.8
15964,2025,26073.64
15975,2025,25700.02
16004,2025,31457.11
16006,2025,38476.99
16007,2025,34458.14
16015,2025,34224.28
16016,2025,26614.34
16019,2025,21331.79
16020,2025,17906.81
16029,2025,32039.54
16034,2025,21916.34
16056,2025,23324.1
16066,2025,20066.63
16070,2025,16343.08
16105,2025,16299.17
16128,2025,34621.81
16133,2025,29928.07
16141,2025,21791.98
16155,2025,23477.29
16183,2025,13842.53
16187,2025,17750.61
16192,2025,17968.91
16210,2025,19864.57
16213,2025,15678.99
16216,2025,34307.44
16246,2025,28296.86
16247,2025,17692.43
16249,2025,16805.73
16257,2025,24324.57
16272,2025,28706.23
16274,2025,20837.67
16275,2025,22874.21
16287,2025,18309.64
16291,2025,19410.98
16299,2025,18992.3
16306,2025,22407.9
16308,2025,26722.420000000002
16318,2025,37241.28
16334,2025,19526.14
16338,2025,15318.87
16339,2025,21245.47
16357,2025,14661.31
16365,2025,13720.6
16367,2025,20497.24
16392,2025,19828.1
16401,2025,34471.29
16406,2025,17800.17
16414,2025,23706.32
16419,2025,12942.26
16425,2025,24628.02
16429,2025,30677.6
16444,2025,25983.07
16464,2025,19668.9
16468,2025,20852.829999999998
16469,2025,23763.3
